"","X","Y","Class","text"
"GO:1901254",-33.8345264910842,4.74347080131461,"transport","positive regulation of intracellular transport of viral material"
"GO:1901255",-38.318130871807,0.210960126019747,"stress response","nucleotide-excision repair involved in interstrand cross-link repair"
"GO:1901256",-13.6867828189715,63.7572224041001,"immune system process","regulation of macrophage colony-stimulating factor production"
"GO:1901257",-14.1544833048677,61.3480151243264,"immune system process","negative regulation of macrophage colony-stimulating factor production"
"GO:1901258",-11.434089200013,61.7910511628628,"immune system process","positive regulation of macrophage colony-stimulating factor production"
"GO:1901264",25.7449625986443,-37.0137054599645,"transport","carbohydrate derivative transport"
"GO:1901289",-7.13836018149841,-59.1851506601146,"metabolic process","succinyl-CoA catabolic process"
"GO:1901290",-11.3737634372536,-60.4093092993131,"metabolic process","succinyl-CoA biosynthetic process"
"GO:1901291",-35.328223227489,-4.8832251734765,"stress response","negative regulation of double-strand break repair via single-strand annealing"
"GO:1901292",-8.31790886858229,-55.1057516492399,"metabolic process","nucleoside phosphate catabolic process"
"GO:1901293",-10.2729804239949,-61.3822179681752,"metabolic process","nucleoside phosphate biosynthetic process"
"GO:1901298",-3.66933577531548,3.43256994543742,"cell death","regulation of hydrogen peroxide-mediated programmed cell death"
"GO:1901299",-3.02835019691642,1.0548382870985,"cell death","negative regulation of hydrogen peroxide-mediated programmed cell death"
"GO:1901300",3.7850657454533,10.7515175338784,"cell death","positive regulation of hydrogen peroxide-mediated programmed cell death"
"GO:1901301",4.76341030399686,-28.1844476841702,"transport","regulation of cargo loading into COPII-coated vesicle"
"GO:1901303",5.39330022380336,-29.71262198201,"transport","negative regulation of cargo loading into COPII-coated vesicle"
"GO:1901304",-11.2900759481945,-32.9055469403168,"metabolic process","regulation of spermidine biosynthetic process"
"GO:1901307",-20.1484128701897,-25.5085332262699,"metabolic process","positive regulation of spermidine biosynthetic process"
"GO:1901317",23.7106180963663,5.56799784436266,"other","regulation of flagellated sperm motility"
"GO:1901318",2.11682620109847,5.91965364763033,"other","negative regulation of flagellated sperm motility"
"GO:1901327",-27.5574454934066,21.6933884401407,"response to stimulus","response to tacrolimus"
"GO:1901328",-29.5516196159108,23.3825724317419,"response to stimulus","response to cytochalasin B"
"GO:1901329",34.0922655630643,18.975724637096,"morphogenesis/development","regulation of odontoblast differentiation"
"GO:1901330",32.1332903383892,10.8537910729409,"morphogenesis/development","negative regulation of odontoblast differentiation"
"GO:1901331",24.8735384683864,26.2380845963637,"morphogenesis/development","positive regulation of odontoblast differentiation"
"GO:1901334",5.71560342181935,-60.5627209683614,"metabolic process","lactone metabolic process"
"GO:1901336",5.64138579889755,-59.6947780745744,"metabolic process","lactone biosynthetic process"
"GO:1901337",23.5872914613362,-36.8704326618156,"transport","thioester transport"
"GO:1901339",24.0750671521428,-28.4763222522964,"transport","regulation of store-operated calcium channel activity"
"GO:1901340",15.9291703047759,-26.9628617918671,"transport","negative regulation of store-operated calcium channel activity"
"GO:1901341",24.0809229317162,-28.4323656977373,"transport","positive regulation of store-operated calcium channel activity"
"GO:1901342",44.4572116988099,25.082856277013,"morphogenesis/development","regulation of vasculature development"
"GO:1901343",43.6564667314043,25.6587419453603,"morphogenesis/development","negative regulation of vasculature development"
"GO:1901344",-30.39871263224,23.6921411102753,"response to stimulus","response to leptomycin B"
"GO:1901346",30.6954374160873,20.2663797039503,"morphogenesis/development","negative regulation of vasculature development involved in avascular cornea development in camera-type eye"
"GO:1901355",-31.9489218500057,22.5994399252822,"response to stimulus","response to rapamycin"
"GO:1901373",16.4022016896132,-40.7006774499666,"transport","lipid hydroperoxide transport"
"GO:1901374",21.5140945653713,-35.611589577302,"transport","acetate ester transport"
"GO:1901376",6.02601265638699,-57.5813555110508,"metabolic process","organic heteropentacyclic compound metabolic process"
"GO:1901377",-6.81312511930984,-59.8332336214536,"metabolic process","organic heteropentacyclic compound catabolic process"
"GO:1901379",23.7620555692016,-31.3634735643944,"transport","regulation of potassium ion transmembrane transport"
"GO:1901380",23.7709797501615,-31.5154791025203,"transport","negative regulation of potassium ion transmembrane transport"
"GO:1901381",23.4969353813365,-30.9639357927808,"transport","positive regulation of potassium ion transmembrane transport"
"GO:1901382",35.4417104366184,23.1564929161886,"cell cycle","regulation of chorionic trophoblast cell proliferation"
"GO:1901383",16.7691623338114,19.2512632922821,"cell cycle","negative regulation of chorionic trophoblast cell proliferation"
"GO:1901384",11.6547957877688,24.8798428012662,"cell cycle","positive regulation of chorionic trophoblast cell proliferation"
"GO:1901385",23.2998863537785,-29.6200759512948,"transport","regulation of voltage-gated calcium channel activity"
"GO:1901386",23.6610738062787,-30.268252439355,"transport","negative regulation of voltage-gated calcium channel activity"
"GO:1901387",23.7737532008067,-29.7545631244906,"transport","positive regulation of voltage-gated calcium channel activity"
"GO:1901401",-1.57465125574058,-33.0136396608363,"metabolic process","regulation of tetrapyrrole metabolic process"
"GO:1901403",-15.4843214680744,-28.0245930059106,"metabolic process","positive regulation of tetrapyrrole metabolic process"
"GO:1901419",-27.1514969186161,-7.17675232541158,"response to stimulus","regulation of response to alcohol"
"GO:1901463",-9.17711298564458,-31.345081441361,"metabolic process","regulation of tetrapyrrole biosynthetic process"
"GO:1901465",-17.5735348817207,-24.1106055104904,"metabolic process","positive regulation of tetrapyrrole biosynthetic process"
"GO:1901475",23.1445150832904,-35.881694902625,"transport","pyruvate transmembrane transport"
"GO:1901490",42.9891200931715,20.1974835167384,"morphogenesis/development","regulation of lymphangiogenesis"
"GO:1901491",37.70134272799,12.1983955122682,"morphogenesis/development","negative regulation of lymphangiogenesis"
"GO:1901492",34.1161983017421,7.20833987445285,"morphogenesis/development","positive regulation of lymphangiogenesis"
"GO:1901494",7.42751137621472,-59.6393795476618,"metabolic process","regulation of cysteine metabolic process"
"GO:1901502",6.64448411423128,-52.8211458533367,"metabolic process","ether catabolic process"
"GO:1901503",8.35616890333443,-55.6500300652892,"metabolic process","ether biosynthetic process"
"GO:1901506",10.6341909001161,-36.7317775482787,"transport","regulation of acylglycerol transport"
"GO:1901508",10.7640520822026,-36.4459154531575,"transport","positive regulation of acylglycerol transport"
"GO:1901509",42.8523395306161,20.6708982921247,"morphogenesis/development","regulation of endothelial tube morphogenesis"
"GO:1901523",8.29191817400607,-57.2658863429104,"metabolic process","icosanoid catabolic process"
"GO:1901524",-2.91767518955641,-15.2006782528214,"metabolic process","regulation of mitophagy"
"GO:1901525",-1.720699826807,-18.4080822069455,"metabolic process","negative regulation of mitophagy"
"GO:1901526",-2.65749508955484,-15.2829655244897,"metabolic process","positive regulation of mitophagy"
"GO:1901529",-0.463270336838931,-20.215387262385,"transport","positive regulation of anion channel activity"
"GO:1901532",24.868953546828,23.1247363211267,"morphogenesis/development","regulation of hematopoietic progenitor cell differentiation"
"GO:1901533",27.1553802987968,18.1382158223118,"immune system process","negative regulation of hematopoietic progenitor cell differentiation"
"GO:1901534",6.61845695029425,14.546840632643,"morphogenesis/development","positive regulation of hematopoietic progenitor cell differentiation"
"GO:1901545",-32.1149814321841,20.6496097564232,"response to stimulus","response to raffinose"
"GO:1901550",34.7253360699493,18.7002602166421,"morphogenesis/development","regulation of endothelial cell development"
"GO:1901551",27.4142947398454,22.8214979118212,"morphogenesis/development","negative regulation of endothelial cell development"
"GO:1901552",23.8196141940257,27.0642595452563,"morphogenesis/development","positive regulation of endothelial cell development"
"GO:1901557",-32.1201612194387,20.8109685274272,"response to stimulus","response to fenofibrate"
"GO:1901563",-31.8076270163851,21.9528038168857,"response to stimulus","response to camptothecin"
"GO:1901568",8.50801019827436,-56.3122469715277,"metabolic process","fatty acid derivative metabolic process"
"GO:1901569",8.36343687803573,-57.000847589563,"metabolic process","fatty acid derivative catabolic process"
"GO:1901570",6.85051626264904,-56.6607058364043,"metabolic process","fatty acid derivative biosynthetic process"
"GO:1901594",-28.844123735809,20.2229088762956,"response to stimulus","response to capsazepine"
"GO:1901605",7.99116562887454,-61.9838359345216,"metabolic process","alpha-amino acid metabolic process"
"GO:1901606",8.71144658303718,-61.1027098864562,"metabolic process","alpha-amino acid catabolic process"
"GO:1901607",6.47898717815673,-62.7614106383921,"metabolic process","alpha-amino acid biosynthetic process"
"GO:1901608",7.51939143167467,-22.1715077280363,"transport","regulation of vesicle transport along microtubule"
"GO:1901610",7.4150941504815,-22.2535371605631,"transport","positive regulation of vesicle transport along microtubule"
"GO:1901615",8.15580939412447,-52.1475278054372,"metabolic process","organic hydroxy compound metabolic process"
"GO:1901616",8.1434983372971,-53.6299151350417,"metabolic process","organic hydroxy compound catabolic process"
"GO:1901617",8.91453874816863,-52.1322003559349,"metabolic process","organic hydroxy compound biosynthetic process"
"GO:1901620",-11.4396321741303,24.3041461100462,"protein modification/signaling","regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning"
